frame,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
0,0.5568898916244507,0.2817623019218445,-0.05987822264432907,0.9998704195022583,0.5558194518089294,0.2751665413379669,-0.06881989538669586,0.9998040199279785,0.5543393492698669,0.2758882939815521,-0.06878791749477386,0.999819278717041,0.5528925657272339,0.2766379117965698,-0.0688294991850853,0.9997806549072266,0.5614740252494812,0.2739674150943756,-0.06366628408432007,0.9998109340667725,0.5635520219802856,0.2738803029060364,-0.06365061551332474,0.9998289346694946,0.5656229257583618,0.2738068401813507,-0.06368193030357361,0.9997756481170654,0.5523085594177246,0.28903728723526,-0.09000678360462189,0.999810516834259,0.5718254446983337,0.2849372625350952,-0.06824860721826553,0.9997396469116211,0.5550779104232788,0.294678270816803,-0.06383299827575684,0.9997863173484802,0.5602085590362549,0.2934580147266388,-0.05755861476063728,0.9997805953025818,0.535513699054718,0.3594011664390564,-0.0808030217885971,0.9998658299446106,0.594517707824707,0.3514266014099121,-0.05372709780931473,0.9997268319129944,0.5155438184738159,0.44865626096725464,-0.04067487642168999,0.9907057881355286,0.6048370599746704,0.4504484534263611,-0.02178364433348179,0.9819424152374268,0.5029018521308899,0.5127875208854675,0.04033292457461357,0.854171872138977,0.6153210997581482,0.5405285358428955,0.03312158212065697,0.8373565077781677,0.5011621117591858,0.5363304615020752,0.03844507411122322,0.7271865010261536,0.6185302734375,0.5558813214302063,0.03207091614603996,0.7423335909843445,0.5048269033432007,0.5392385721206665,0.03879712522029877,0.7093310952186584,0.6082789301872253,0.551941454410553,0.025797966867685318,0.7262199521064758,0.5077919363975525,0.5344119071960449,0.04193708673119545,0.6530563235282898,0.6048725843429565,0.5452384352684021,0.0313517190515995,0.6633053421974182,0.5522615909576416,0.49958640336990356,-0.01517423801124096,0.9998608827590942,0.5810984373092651,0.4985758066177368,0.015015524812042713,0.9996764659881592,0.5425999760627747,0.6086077094078064,-0.023023176938295364,0.9888368844985962,0.5916711091995239,0.5922582149505615,0.010449446737766266,0.9639533162117004,0.5536082983016968,0.7361281514167786,0.0399479977786541,0.9869278073310852,0.5951511859893799,0.7199822068214417,0.0844174474477768,0.9793198108673096,0.5576707124710083,0.7512854933738708,0.045979369431734085,0.9851729273796082,0.5967940092086792,0.7399394512176514,0.08817662298679352,0.975704550743103,0.550308346748352,0.7728498578071594,0.023157574236392975,0.8905561566352844,0.5901533365249634,0.7487369179725647,0.05157095193862915,0.8533720374107361
1,0.5733996033668518,0.2152262181043625,-0.07358349859714508,0.9998807311058044,0.5700679421424866,0.20925304293632507,-0.0946301817893982,0.99982088804245,0.567488431930542,0.20942933857440948,-0.09462691843509674,0.9998326897621155,0.5648631453514099,0.20937754213809967,-0.09468065947294235,0.9997974038124084,0.5776048302650452,0.20874519646167755,-0.09085355699062347,0.9998272061347961,0.5799897909164429,0.20875880122184753,-0.09078174084424973,0.9998416900634766,0.5822622179985046,0.20870591700077057,-0.09084705263376236,0.9997937679290771,0.5609999895095825,0.20969560742378235,-0.1549416482448578,0.9998260140419006,0.5850900411605835,0.21088780462741852,-0.13975511491298676,0.9997632503509521,0.5689167976379395,0.2221214920282364,-0.08952854573726654,0.9998040199279785,0.5766030550003052,0.2223847657442093,-0.08500896394252777,0.9997990727424622,0.5337716341018677,0.2980859875679016,-0.15586839616298676,0.9998739361763,0.6105183959007263,0.29638200998306274,-0.15096619725227356,0.9997408986091614,0.50799560546875,0.42057034373283386,-0.12498722225427628,0.9914959669113159,0.6275607347488403,0.42755305767059326,-0.15033802390098572,0.9817542433738708,0.5002645254135132,0.5155219435691833,-0.03708051145076752,0.8655022978782654,0.6236701607704163,0.5429630279541016,-0.09211859852075577,0.8514226078987122,0.49748435616493225,0.5421949028968811,-0.044706977903842926,0.7433309555053711,0.6249514818191528,0.5622556805610657,-0.10181814432144165,0.76197350025177,0.5014062523841858,0.5457991361618042,-0.04826606065034866,0.7255872488021851,0.6188105344772339,0.5607718825340271,-0.10874167829751968,0.7461808919906616,0.5043304562568665,0.5393416285514832,-0.03792319446802139,0.672366738319397,0.616454005241394,0.5525044202804565,-0.09538668394088745,0.6884967684745789,0.5506626963615417,0.4802406430244446,-0.00984778068959713,0.9998674392700195,0.5904725790023804,0.47845709323883057,0.009866813197731972,0.9996672868728638,0.5425924062728882,0.6292207837104797,0.10348465293645859,0.9834074378013611,0.5970364809036255,0.6177563667297363,0.10487451404333115,0.9423577785491943,0.5391507148742676,0.7893016338348389,0.23825430870056152,0.984713613986969,0.6014998555183411,0.7672452926635742,0.2357885092496872,0.9734652638435364,0.540948748588562,0.8000850081443787,0.24786631762981415,0.9807844758033752,0.6020698547363281,0.7949841022491455,0.24501948058605194,0.964447557926178,0.5478274822235107,0.7971286177635193,0.20798221230506897,0.8750429749488831,0.6025139689445496,0.783392608165741,0.19178538024425507,0.8275765776634216
2,0.5743453502655029,0.18486212193965912,0.19861748814582825,0.9998902082443237,0.5704735517501831,0.17037713527679443,0.17286601662635803,0.9998366236686707,0.5674291849136353,0.17029976844787598,0.17288453876972198,0.9998463988304138,0.5643033385276794,0.1701757162809372,0.17284058034420013,0.9998155236244202,0.5790623426437378,0.17096121609210968,0.17508763074874878,0.9998418688774109,0.5820121765136719,0.17128531634807587,0.17517319321632385,0.9998537302017212,0.5850930213928223,0.1715000867843628,0.17513412237167358,0.9998115301132202,0.5596161484718323,0.17872443795204163,0.0697193443775177,0.9998418092727661,0.5885413885116577,0.1800263226032257,0.07821165770292282,0.9997844099998474,0.5699872970581055,0.1977158486843109,0.16605335474014282,0.9998210072517395,0.5788127779960632,0.1986493021249771,0.1685648262500763,0.999816358089447,0.527495265007019,0.2837163507938385,0.018257468938827515,0.9998782277107239,0.6197781562805176,0.2907536029815674,0.010419143363833427,0.9997521042823792,0.5037725567817688,0.4159075915813446,0.02747679315507412,0.9919583797454834,0.6371234655380249,0.42341431975364685,0.007677591405808926,0.9828835725784302,0.502167284488678,0.5152541399002075,0.08973094075918198,0.8620787858963013,0.6292534470558167,0.5382445454597473,0.055011846125125885,0.861639142036438,0.49957403540611267,0.5414478778839111,0.08580739796161652,0.7283276915550232,0.6286221146583557,0.5599294304847717,0.05091502517461777,0.7732416987419128,0.5036494135856628,0.5433600544929504,0.08731774985790253,0.710140585899353,0.6241976022720337,0.559525191783905,0.05010846257209778,0.7575592994689941,0.5075487494468689,0.5361402630805969,0.0900963619351387,0.6593943238258362,0.6223609447479248,0.5513331890106201,0.05364532023668289,0.7010809183120728,0.5486477613449097,0.49219322204589844,-0.0054439944215118885,0.9998384118080139,0.5933517217636108,0.4902823567390442,0.005433361511677504,0.9995877742767334,0.5377476215362549,0.6906870007514954,0.04244920238852501,0.9813171625137329,0.6067872047424316,0.68635094165802,0.0646110326051712,0.9402541518211365,0.5267724394798279,0.8611072897911072,0.11379736661911011,0.9818002581596375,0.6145897507667542,0.8582974076271057,0.1400296986103058,0.9709267020225525,0.5313657522201538,0.8957417011260986,0.11798038333654404,0.9762840270996094,0.6116625070571899,0.8860610723495483,0.144718199968338,0.9591455459594727,0.5249543190002441,0.8596417903900146,0.11628899723291397,0.8672763109207153,0.6201047897338867,0.8796488642692566,0.14327402412891388,0.8204146027565002
3,0.575653612613678,0.18445385992527008,0.2109781950712204,0.9999005794525146,0.5717710852622986,0.16960065066814423,0.1831902712583542,0.999852180480957,0.568900465965271,0.16945277154445648,0.18321673572063446,0.9998608231544495,0.5658763647079468,0.16957853734493256,0.18319831788539886,0.9998331665992737,0.5800915956497192,0.17152880132198334,0.18563297390937805,0.9998568892478943,0.5832575559616089,0.17257659137248993,0.18570362031459808,0.9998674392700195,0.5866979360580444,0.17375551164150238,0.18565663695335388,0.9998295307159424,0.5602431297302246,0.17967388033866882,0.07541411370038986,0.9998570084571838,0.5907720327377319,0.18276047706604004,0.08484923094511032,0.9998050928115845,0.5717185735702515,0.19846653938293457,0.176822230219841,0.9998380541801453,0.5799931287765503,0.20024119317531586,0.17958122491836548,0.999833881855011,0.525610089302063,0.28167080879211426,0.019665364176034927,0.9998838305473328,0.6199731230735779,0.2875315845012665,0.024233747273683548,0.9997730255126953,0.5048955678939819,0.4156460762023926,0.028270553797483444,0.992233395576477,0.6367062330245972,0.42371517419815063,0.02433094009757042,0.9840812087059021,0.5026681423187256,0.5155942440032959,0.10223178565502167,0.853302538394928,0.6333235502243042,0.5357499718666077,0.07595799118280411,0.8710480332374573,0.49858802556991577,0.5439815521240234,0.10287900269031525,0.7094308137893677,0.6337270140647888,0.5617917776107788,0.07763904333114624,0.7847877144813538,0.5046353340148926,0.5443805456161499,0.10460009425878525,0.6906598806381226,0.6295211911201477,0.5620826482772827,0.07829250395298004,0.7690999507904053,0.5087624192237854,0.5353881120681763,0.10337202250957489,0.6413677930831909,0.6275664567947388,0.5528513789176941,0.07612292468547821,0.7139797210693359,0.5482649803161621,0.5044018626213074,-0.005825263913720846,0.9998087882995605,0.595319926738739,0.5055025815963745,0.005766429007053375,0.9995577931404114,0.5351783633232117,0.7117385864257812,0.018184304237365723,0.9824293851852417,0.6108860969543457,0.7178578972816467,0.055081646889448166,0.9442929625511169,0.5207606554031372,0.9054796695709229,0.10304182767868042,0.9822467565536499,0.620495080947876,0.9078545570373535,0.12296547740697861,0.9721093773841858,0.5222500562667847,0.9140508770942688,0.1116047129034996,0.9765797257423401,0.6202167272567749,0.9424800276756287,0.12776413559913635,0.9604339599609375,0.5113007426261902,0.9053077101707458,0.050814189016819,0.8712348341941833,0.6298873424530029,0.9097522497177124,0.07071732729673386,0.8243327140808105
4,0.5758111476898193,0.1808958649635315,0.21376566588878632,0.9999089241027832,0.5721143484115601,0.16649769246578217,0.18297427892684937,0.9998646974563599,0.5692927241325378,0.1663254350423813,0.18297900259494781,0.9998723864555359,0.5661402344703674,0.16644948720932007,0.18296803534030914,0.9998475313186646,0.5802738666534424,0.1680375635623932,0.18692892789840698,0.9998688697814941,0.5833721160888672,0.16882076859474182,0.18698787689208984,0.9998783469200134,0.5868457555770874,0.16981172561645508,0.1869281530380249,0.9998440742492676,0.5604739785194397,0.17710170149803162,0.0660962387919426,0.999869704246521,0.5913330912590027,0.1795254349708557,0.08201819658279419,0.9998219609260559,0.57152259349823,0.19445931911468506,0.1764591634273529,0.9998522400856018,0.5799940228462219,0.19570475816726685,0.18104267120361328,0.9998483657836914,0.5251248478889465,0.2799987494945526,0.006283048540353775,0.9998862147331238,0.620421826839447,0.28708502650260925,0.025543933734297752,0.9997884035110474,0.5051419734954834,0.4128586947917938,0.007083973381668329,0.9922719597816467,0.63593590259552,0.42424091696739197,0.016732918098568916,0.9849418997764587,0.5041236281394958,0.5156024098396301,0.06628534197807312,0.847100555896759,0.6331432461738586,0.5394805073738098,0.04737894982099533,0.8785117268562317,0.5002008676528931,0.5451920628547668,0.06649205833673477,0.697944700717926,0.6335645914077759,0.5678566694259644,0.04751832038164139,0.7936686277389526,0.5071179270744324,0.5436426401138306,0.06660724431276321,0.6787741780281067,0.6286499500274658,0.568107545375824,0.04751940444111824,0.7777688503265381,0.5108975768089294,0.5342680215835571,0.06690382957458496,0.629474937915802,0.6257679462432861,0.5572100877761841,0.0470784455537796,0.722852885723114,0.548481822013855,0.5165234208106995,-0.00908395554870367,0.9997800588607788,0.5953645706176758,0.5182039141654968,0.008996372111141682,0.9995198249816895,0.5345954895019531,0.7172507643699646,0.0016368289943784475,0.9836034774780273,0.610466480255127,0.7266745567321777,0.056774139404296875,0.9486520290374756,0.5225031971931458,0.9198185205459595,0.05543002486228943,0.9831677675247192,0.6209222078323364,0.9174907207489014,0.11867231130599976,0.9739939570426941,0.5227870941162109,0.9384863972663879,0.0593910738825798,0.9779021739959717,0.6181666254997253,0.9399706721305847,0.12568578124046326,0.9631901979446411,0.5079590678215027,0.9219136834144592,0.010146982967853546,0.8773225545883179,0.6288890838623047,0.924647867679596,0.05455639213323593,0.832679808139801
5,0.5755048394203186,0.18305407464504242,0.20242099463939667,0.999917209148407,0.571706235408783,0.1684756577014923,0.17179010808467865,0.9998770356178284,0.5687395334243774,0.1682944893836975,0.17179153859615326,0.9998839497566223,0.5655280351638794,0.1683063954114914,0.1717950701713562,0.999861478805542,0.5799453258514404,0.16921775043010712,0.1763489842414856,0.999880850315094,0.5828932523727417,0.1694648563861847,0.17641668021678925,0.9998893737792969,0.5862475633621216,0.1698540449142456,0.17637786269187927,0.9998583197593689,0.5605155229568481,0.17712770402431488,0.05794938653707504,0.9998819231987,0.5912444591522217,0.17878897488117218,0.07660184800624847,0.9998382329940796,0.5714856386184692,0.19571074843406677,0.1665569692850113,0.9998657703399658,0.5798871517181396,0.19695302844047546,0.17185474932193756,0.9998621344566345,0.5251277685165405,0.27899476885795593,-0.0006848088232800364,0.9998926520347595,0.6214271783828735,0.2849803566932678,0.024585168808698654,0.9998050332069397,0.5061908960342407,0.41188544034957886,-0.00036681859637610614,0.9923518896102905,0.6358550190925598,0.4224366545677185,0.01091487891972065,0.9856656193733215,0.5054459571838379,0.5160245895385742,0.0545649528503418,0.8499059677124023,0.6346530318260193,0.5380039811134338,0.04053846374154091,0.8868579268455505,0.5021268129348755,0.544939398765564,0.05420535057783127,0.7017842531204224,0.6352680325508118,0.566743791103363,0.044215936213731766,0.8055415153503418,0.5086167454719543,0.5430396795272827,0.05365773290395737,0.682837188243866,0.6303799748420715,0.5669534802436829,0.04311404749751091,0.7898691296577454,0.5120116472244263,0.5338257551193237,0.05514819175004959,0.6329600214958191,0.6273096799850464,0.5560117959976196,0.04001427814364433,0.7358546853065491,0.548526406288147,0.5203494429588318,-0.012556688860058784,0.9997717142105103,0.5953630208969116,0.5215222835540771,0.012425055727362633,0.9995179176330566,0.5341347455978394,0.7123047709465027,-0.017952414229512215,0.9849461913108826,0.6101704239845276,0.7233213782310486,0.055517829954624176,0.9529578685760498,0.5214554071426392,0.9149786829948425,0.017233289778232574,0.9842441082000732,0.6235143542289734,0.9199126362800598,0.08238819986581802,0.9759364128112793,0.5204404592514038,0.9461219906806946,0.019336482509970665,0.9794130325317383,0.6206423044204712,0.9454235434532166,0.08225645124912262,0.9659799337387085,0.5040958523750305,0.916098952293396,-0.025238975882530212,0.8837514519691467,0.6293118596076965,0.9221930503845215,0.027579257264733315,0.8416037559509277
6,0.5759850740432739,0.18580743670463562,0.19795256853103638,0.9999243021011353,0.5724279880523682,0.17109347879886627,0.1683293730020523,0.9998877644538879,0.569481372833252,0.17070548236370087,0.16833153367042542,0.9998940229415894,0.5662845373153687,0.1704462170600891,0.16833645105361938,0.999873697757721,0.5804585218429565,0.17187780141830444,0.17270207405090332,0.9998912811279297,0.5833501815795898,0.17200954258441925,0.1727658212184906,0.9998989701271057,0.5866025686264038,0.17225779592990875,0.17272219061851501,0.9998706579208374,0.5609536170959473,0.1792432814836502,0.0568588487803936,0.99989253282547,0.5918001532554626,0.182608500123024,0.07530967146158218,0.9998522996902466,0.5720569491386414,0.1984924077987671,0.16297438740730286,0.9998772144317627,0.5803401470184326,0.2008586823940277,0.1680939495563507,0.9998736381530762,0.524928092956543,0.2805076539516449,-0.003223707899451256,0.9998974800109863,0.6226112842559814,0.28478729724884033,0.02264057658612728,0.9998182654380798,0.5053067207336426,0.41257336735725403,-0.0037353578954935074,0.9923800230026245,0.635659396648407,0.4247145652770996,0.0075050173327326775,0.9860095381736755,0.5062929391860962,0.5178959369659424,0.047591432929039,0.8507188558578491,0.6364309191703796,0.5408616662025452,0.028502726927399635,0.8921486735343933,0.5033871531486511,0.5483616590499878,0.04882516711950302,0.7024715542793274,0.6374456882476807,0.571161687374115,0.02792956866323948,0.8119733333587646,0.509607195854187,0.5459250211715698,0.04991114139556885,0.6836099028587341,0.6323188543319702,0.5719040036201477,0.026270899921655655,0.7960285544395447,0.5129319429397583,0.5355679392814636,0.04865160956978798,0.6333329081535339,0.6286154389381409,0.5600999593734741,0.027345821261405945,0.7411566972732544,0.5486330986022949,0.5223840475082397,-0.012438865378499031,0.9997602105140686,0.5958390831947327,0.5237496495246887,0.012301222421228886,0.9995129704475403,0.5338913798332214,0.7124731540679932,-0.02104407176375389,0.9860484600067139,0.6104751825332642,0.7274728417396545,0.047591716051101685,0.9566596746444702,0.5207293033599854,0.9116262793540955,0.007450987584888935,0.9850311279296875,0.6207963824272156,0.9207265377044678,0.05752863734960556,0.9774745106697083,0.5200881958007812,0.9460046291351318,0.00892503373324871,0.980536937713623,0.6152848601341248,0.9548183679580688,0.055710308253765106,0.9682748913764954,0.5047234296798706,0.9147622585296631,-0.035566724836826324,0.887640655040741,0.6394282579421997,0.9234260320663452,0.005519499536603689,0.847727358341217
7,0.5767282247543335,0.18996673822402954,0.1965073049068451,0.9999304413795471,0.5732145309448242,0.17482608556747437,0.1669435203075409,0.9998970627784729,0.5702959895133972,0.17437615990638733,0.1669480949640274,0.9999027848243713,0.5671446323394775,0.1741100549697876,0.16696366667747498,0.999884307384491,0.5811202526092529,0.17596536874771118,0.17065061628818512,0.9999002814292908,0.5839492678642273,0.1763502061367035,0.17070719599723816,0.9999073147773743,0.5871216058731079,0.1768903285264969,0.17065580189228058,0.9998814463615417,0.5617258548736572,0.1829371303319931,0.0560927577316761,0.9999017715454102,0.5917537808418274,0.18680723011493683,0.07198769599199295,0.9998647570610046,0.5726929306983948,0.2023128718137741,0.1618911623954773,0.9998872876167297,0.5809308886528015,0.20501282811164856,0.16619651019573212,0.9998837113380432,0.5248650312423706,0.28035107254981995,-0.0025469884276390076,0.9999017715454102,0.6226418018341064,0.2839207649230957,0.018621791154146194,0.9998313784599304,0.5050552487373352,0.4130823016166687,-0.005836981814354658,0.9920865297317505,0.6353601217269897,0.42432868480682373,0.006276535801589489,0.9863099455833435,0.5065809488296509,0.5195279717445374,0.03982430696487427,0.8491505980491638,0.6373712420463562,0.5416074991226196,0.02357182651758194,0.8968268632888794,0.503778338432312,0.5497031211853027,0.037337273359298706,0.7009670734405518,0.6385875940322876,0.5713504552841187,0.022456686943769455,0.8179738521575928,0.5101603865623474,0.5468961596488953,0.038086242973804474,0.6821846961975098,0.6331859230995178,0.5725478529930115,0.020140094682574272,0.8018468618392944,0.5133008360862732,0.5362898707389832,0.04053443670272827,0.6312339305877686,0.6293774843215942,0.5608034133911133,0.022564832121133804,0.7463870644569397,0.5483931303024292,0.5243130326271057,-0.01049925945699215,0.9997542500495911,0.5956984758377075,0.5255365967750549,0.010306430980563164,0.9995149970054626,0.533845841884613,0.7148867845535278,-0.021077264100313187,0.9870400428771973,0.6107097864151001,0.7281825542449951,0.050271064043045044,0.9600437879562378,0.5201367735862732,0.915252685546875,0.0014383894158527255,0.9857378602027893,0.622066855430603,0.9215450882911682,0.06695209443569183,0.978792130947113,0.518277645111084,0.9475839138031006,0.002461808267980814,0.9815418124198914,0.6167755126953125,0.9519445896148682,0.0662728101015091,0.9702393412590027,0.5070606470108032,0.9149894714355469,-0.04234801605343819,0.8906206488609314,0.6355506181716919,0.9233413934707642,0.019743112847208977,0.8526172637939453
8,0.576149582862854,0.18702250719070435,0.18618538975715637,0.9999359846115112,0.5726627707481384,0.1723712533712387,0.15665003657341003,0.9999054670333862,0.5697245597839355,0.17195215821266174,0.15665386617183685,0.9999107122421265,0.5665688514709473,0.17167547345161438,0.1566729098558426,0.999893844127655,0.5806594491004944,0.17341630160808563,0.16037283837795258,0.9999085068702698,0.5834475159645081,0.1737862527370453,0.16042600572109222,0.9999150037765503,0.5866315364837646,0.17431704699993134,0.16037729382514954,0.9998913407325745,0.561366081237793,0.18072469532489777,0.04930492863059044,0.9999101758003235,0.5919133424758911,0.18450376391410828,0.06455101072788239,0.9998761415481567,0.572106122970581,0.1995178610086441,0.1525004804134369,0.9998961687088013,0.5804343223571777,0.20211154222488403,0.15689077973365784,0.9998927116394043,0.5248781442642212,0.279734343290329,-0.004830142483115196,0.9999040961265564,0.6224585771560669,0.28359803557395935,0.018470805138349533,0.9998435974121094,0.5055375695228577,0.4125790596008301,-0.0047586215659976006,0.9913136959075928,0.6361845135688782,0.42540913820266724,0.0006053252145648003,0.9862666726112366,0.5067940950393677,0.5201416015625,0.044882260262966156,0.8451380729675293,0.63776695728302,0.5414113402366638,0.016692593693733215,0.9012762904167175,0.5040538311004639,0.5493999719619751,0.044134385883808136,0.6969270706176758,0.6385601758956909,0.5703465938568115,0.01620418392121792,0.8239741921424866,0.5105836391448975,0.5463299751281738,0.044301219284534454,0.6781765818595886,0.6324373483657837,0.57151859998703,0.013228172436356544,0.8078228831291199,0.5136691331863403,0.536061704158783,0.04586835205554962,0.6266990900039673,0.6285938024520874,0.560055136680603,0.01579846441745758,0.7521479725837708,0.5483049154281616,0.5275031924247742,-0.00853812973946333,0.9997448325157166,0.5954931378364563,0.5289642214775085,0.00832112692296505,0.9995173215866089,0.5340696573257446,0.7174903154373169,-0.017863858491182327,0.9879133701324463,0.610814094543457,0.7273222208023071,0.05017212778329849,0.9628818035125732,0.5206102728843689,0.9147765040397644,0.007590855471789837,0.9863081574440002,0.6233966946601868,0.9222880005836487,0.06661026179790497,0.9799059629440308,0.5191870331764221,0.9457898736000061,0.008916160091757774,0.9823748469352722,0.6192864179611206,0.9513176679611206,0.06585061550140381,0.9718997478485107,0.5063365697860718,0.9150428175926208,-0.033345285803079605,0.8925204873085022,0.633729100227356,0.9234876036643982,0.019032511860132217,0.8567960262298584
9,0.575281023979187,0.18499493598937988,0.19357013702392578,0.9999414086341858,0.571858286857605,0.17080987989902496,0.16260835528373718,0.9999136328697205,0.5689685344696045,0.17064708471298218,0.16260980069637299,0.9999184608459473,0.5658553242683411,0.1706317961215973,0.1626303493976593,0.99990314245224,0.579765796661377,0.17147605121135712,0.16665491461753845,0.9999164342880249,0.5824797749519348,0.17172305285930634,0.16670775413513184,0.9999223947525024,0.585588812828064,0.1721116304397583,0.16666066646575928,0.9999008178710938,0.5608614087104797,0.17982979118824005,0.0497831329703331,0.9999182224273682,0.5913100838661194,0.18220016360282898,0.06652943789958954,0.9998870491981506,0.5712355375289917,0.1981843262910843,0.1582690328359604,0.9999051094055176,0.5795664191246033,0.20004312694072723,0.16298499703407288,0.9999017715454102,0.5249031782150269,0.28034430742263794,-0.005401225294917822,0.9999086260795593,0.622365415096283,0.28415006399154663,0.016184205189347267,0.9998555779457092,0.5056754350662231,0.41175398230552673,-0.004451406188309193,0.9910380840301514,0.6367474794387817,0.4260517656803131,0.0012959587620571256,0.9864729642868042,0.5065368413925171,0.5211333632469177,0.04369740933179855,0.8460215926170349,0.6377266645431519,0.5418282747268677,0.016381077468395233,0.9058924317359924,0.5034694671630859,0.5499753355979919,0.04276419058442116,0.699479341506958,0.6383653283119202,0.5705384612083435,0.015675868839025497,0.8304390907287598,0.5106844305992126,0.5469603538513184,0.0426393523812294,0.6809393167495728,0.6321554780006409,0.5715435743331909,0.013052672147750854,0.8143618106842041,0.513736367225647,0.5367701649665833,0.04458874836564064,0.6286330819129944,0.6284323930740356,0.5603243708610535,0.015631534159183502,0.7586447596549988,0.5482377409934998,0.5285916924476624,-0.00807028729468584,0.9997435808181763,0.5955643653869629,0.52956622838974,0.007842794060707092,0.9995273947715759,0.533963143825531,0.719385027885437,-0.020167259499430656,0.9888260960578918,0.6110579967498779,0.7286198735237122,0.05125720053911209,0.9657670855522156,0.5205665230751038,0.9156301021575928,0.0005406844429671764,0.9869511127471924,0.6225687265396118,0.9242210984230042,0.066963329911232,0.9811092019081116,0.5192029476165771,0.9441967606544495,0.0015417102258652449,0.9833248853683472,0.6179347634315491,0.9514778852462769,0.06607259809970856,0.9736769795417786,0.5057159066200256,0.9132521748542786,-0.04149443656206131,0.8943290114402771,0.6373755931854248,0.9228790998458862,0.01886604353785515,0.8608823418617249
